"dataset" "learner" "memory_limit"
"915" "qsar.biodeg.1494" "classif.rpart" 382706.4
"916" "qsar.biodeg.1494" "classif.svm" 384716.88
"917" "qsar.biodeg.1494" "classif.svm.radial" 385308
"918" "qsar.biodeg.1494" "classif.xgboost.dart" 407956.8
"919" "qsar.biodeg.1494" "classif.xgboost.gblinear" 393154.8
"920" "qsar.biodeg.1494" "classif.xgboost.gbtree" 407625
"921" "riccardo.41161" "classif.RcppHNSW" 6732027.84
"922" "riccardo.41161" "classif.glmnet" 10014911.52
"923" "riccardo.41161" "classif.kerasff" 25823219.52
"924" "riccardo.41161" "classif.ranger.pow" 10097898.24
"925" "riccardo.41161" "classif.rpart" 10177358.64
"926" "riccardo.41161" "classif.svm" 12770996.4
"927" "riccardo.41161" "classif.svm.radial" 12769503.48
"928" "riccardo.41161" "classif.xgboost.dart" 7681591.8
"929" "riccardo.41161" "classif.xgboost.gblinear" 7087936.8
"930" "riccardo.41161" "classif.xgboost.gbtree" 7083924
"931" "robert.41165" "classif.RcppHNSW" 5585929.2
"932" "robert.41165" "classif.glmnet" 4408448.88
"933" "robert.41165" "classif.kerasff" 22388076.96
"934" "robert.41165" "classif.ranger.pow" 9174608.52
"935" "robert.41165" "classif.rpart" 8617005
"936" "robert.41165" "classif.svm" 10282003.92
"937" "robert.41165" "classif.svm.radial" 10285114.8
"938" "robert.41165" "classif.xgboost.dart" 6419615.52
"939" "robert.41165" "classif.xgboost.gblinear" 6422065.2
"940" "robert.41165" "classif.xgboost.gbtree" 6474019.44
"941" "satimage.182" "classif.RcppHNSW" 401683.32
"942" "satimage.182" "classif.glmnet" 394485.48
"943" "satimage.182" "classif.kerasff" 1075728
"944" "satimage.182" "classif.ranger.pow" 1035634.8
"945" "satimage.182" "classif.rpart" 399156.6
"946" "satimage.182" "classif.svm" 420450.72
"947" "satimage.182" "classif.svm.radial" 433273.32
"948" "satimage.182" "classif.xgboost.dart" 434419.56
"949" "satimage.182" "classif.xgboost.gblinear" 410318.76
"950" "satimage.182" "classif.xgboost.gbtree" 448572.24
"951" "scene.312" "classif.RcppHNSW" 447497.52
"952" "scene.312" "classif.glmnet" 460046.16
"953" "scene.312" "classif.kerasff" 1140822
"954" "scene.312" "classif.ranger.pow" 583221.36
"955" "scene.312" "classif.rpart" 488761.2
"956" "scene.312" "classif.svm" 602568.48
"957" "scene.312" "classif.svm.radial" 624720.48
"958" "scene.312" "classif.xgboost.dart" 521724
"959" "scene.312" "classif.xgboost.gblinear" 523372.8
"960" "scene.312" "classif.xgboost.gbtree" 521142.36
"961" "segment.40984" "classif.RcppHNSW" 356690.52
"962" "segment.40984" "classif.glmnet" 386930.52
"963" "segment.40984" "classif.kerasff" 1097575.68
"964" "segment.40984" "classif.ranger.pow" 535689.6
"965" "segment.40984" "classif.rpart" 383806.8
"966" "segment.40984" "classif.svm" 383519.04
"967" "segment.40984" "classif.svm.radial" 383793.6
"968" "segment.40984" "classif.xgboost.dart" 434220.72
"969" "segment.40984" "classif.xgboost.gblinear" 391911.36
"970" "segment.40984" "classif.xgboost.gbtree" 467334
"971" "semeion.1501" "classif.RcppHNSW" 389793.6
"972" "semeion.1501" "classif.glmnet" 466008.72
"973" "semeion.1501" "classif.kerasff" 1070951.28
"974" "semeion.1501" "classif.ranger.pow" 673283.28
"975" "semeion.1501" "classif.rpart" 422016.12
"976" "semeion.1501" "classif.svm" 491472.36
"977" "semeion.1501" "classif.svm.radial" 488097.36
"978" "semeion.1501" "classif.xgboost.dart" 451097.28
"979" "semeion.1501" "classif.xgboost.gblinear" 447291.72
"980" "semeion.1501" "classif.xgboost.gbtree" 472886.4
"981" "shuttle.40685" "classif.RcppHNSW" 686946
"982" "shuttle.40685" "classif.glmnet" 534168
"983" "shuttle.40685" "classif.kerasff" 1290199.92
"984" "shuttle.40685" "classif.ranger.pow" 2916318.84
"985" "shuttle.40685" "classif.rpart" 519592.08
"986" "shuttle.40685" "classif.svm" 660741.48
"987" "shuttle.40685" "classif.svm.radial" 649166.04
"988" "shuttle.40685" "classif.xgboost.dart" 667203.84
"989" "shuttle.40685" "classif.xgboost.gblinear" 626979.24
"990" "shuttle.40685" "classif.xgboost.gbtree" 639399.84
"991" "sick.38" "classif.RcppHNSW" 404126.4
"992" "sick.38" "classif.glmnet" 398209.2
"993" "sick.38" "classif.kerasff" 1076712
"994" "sick.38" "classif.ranger.pow" 566223.12
"995" "sick.38" "classif.rpart" 392086.56
"996" "sick.38" "classif.svm" 450568.8
"997" "sick.38" "classif.svm.radial" 459446.4
"998" "sick.38" "classif.xgboost.dart" 431879.64
"999" "sick.38" "classif.xgboost.gblinear" 424970.88
"1000" "sick.38" "classif.xgboost.gbtree" 431798.76
"1001" "soybean.42" "classif.RcppHNSW" 346173.6
"1002" "soybean.42" "classif.glmnet" 427985.52
"1003" "soybean.42" "classif.kerasff" 1070526.48
"1004" "soybean.42" "classif.ranger.pow" 478501.2
"1005" "soybean.42" "classif.rpart" 360403.2
"1006" "soybean.42" "classif.svm" 380293.2
"1007" "soybean.42" "classif.svm.radial" 380061.6
"1008" "soybean.42" "classif.xgboost.dart" 504304.08
"1009" "soybean.42" "classif.xgboost.gblinear" 398579.88
"1010" "soybean.42" "classif.xgboost.gbtree" 519008.4
"1011" "spambase.44" "classif.RcppHNSW" 396488.4
"1012" "spambase.44" "classif.glmnet" 390984.48
"1013" "spambase.44" "classif.kerasff" 1083416.16
"1014" "spambase.44" "classif.ranger.pow" 865758.84
"1015" "spambase.44" "classif.rpart" 403081.2
"1016" "spambase.44" "classif.svm" 442792.32
"1017" "spambase.44" "classif.svm.radial" 445167.12
"1018" "spambase.44" "classif.xgboost.dart" 416295.96
"1019" "spambase.44" "classif.xgboost.gblinear" 415447.2
"1020" "spambase.44" "classif.xgboost.gbtree" 416136
"1021" "splice.46" "classif.RcppHNSW" 428223.6
"1022" "splice.46" "classif.glmnet" 437864.88
"1023" "splice.46" "classif.kerasff" 1082830.56
"1024" "splice.46" "classif.ranger.pow" 609392.88
"1025" "splice.46" "classif.rpart" 396346.8
"1026" "splice.46" "classif.svm" 460576.56
"1027" "splice.46" "classif.svm.radial" 471291.24
"1028" "splice.46" "classif.xgboost.dart" 511395.84
"1029" "splice.46" "classif.xgboost.gblinear" 494922.96
"1030" "splice.46" "classif.xgboost.gbtree" 507459.6
"1031" "steel.plates.fault.40982" "classif.RcppHNSW" 357426
"1032" "steel.plates.fault.40982" "classif.glmnet" 385285.2
"1033" "steel.plates.fault.40982" "classif.kerasff" 1093220.88
"1034" "steel.plates.fault.40982" "classif.ranger.pow" 641967.84
"1035" "steel.plates.fault.40982" "classif.rpart" 383474.88
"1036" "steel.plates.fault.40982" "classif.svm" 388149.84
"1037" "steel.plates.fault.40982" "classif.svm.radial" 388330.44
"1038" "steel.plates.fault.40982" "classif.xgboost.dart" 441010.8
"1039" "steel.plates.fault.40982" "classif.xgboost.gblinear" 395054.28
"1040" "steel.plates.fault.40982" "classif.xgboost.gbtree" 471394.8
"1041" "sylva_prior.1040" "classif.RcppHNSW" 587698.8
"1042" "sylva_prior.1040" "classif.glmnet" 514071.12
"1043" "sylva_prior.1040" "classif.kerasff" 1448260.2
"1044" "sylva_prior.1040" "classif.ranger.pow" 1055586.48
"1045" "sylva_prior.1040" "classif.rpart" 563515.2
"1046" "sylva_prior.1040" "classif.svm" 761745.6
"1047" "sylva_prior.1040" "classif.svm.radial" 786193.2
"1048" "sylva_prior.1040" "classif.xgboost.dart" 602953.2
"1049" "sylva_prior.1040" "classif.xgboost.gblinear" 590680.2
"1050" "sylva_prior.1040" "classif.xgboost.gbtree" 597436.68
"1051" "sylvine.41146" "classif.RcppHNSW" 398352
"1052" "sylvine.41146" "classif.glmnet" 390213.12
"1053" "sylvine.41146" "classif.kerasff" 1041948.96
"1054" "sylvine.41146" "classif.ranger.pow" 810717.6
"1055" "sylvine.41146" "classif.rpart" 389037.84
"1056" "sylvine.41146" "classif.svm" 450329.04
"1057" "sylvine.41146" "classif.svm.radial" 438186.6
"1058" "sylvine.41146" "classif.xgboost.dart" 422361.12
"1059" "sylvine.41146" "classif.xgboost.gblinear" 405442.8
"1060" "sylvine.41146" "classif.xgboost.gbtree" 425493
"1061" "synthetic_control.377" "classif.RcppHNSW" 345793.2
"1062" "synthetic_control.377" "classif.glmnet" 383496
"1063" "synthetic_control.377" "classif.kerasff" 1077300
"1064" "synthetic_control.377" "classif.ranger.pow" 463149
"1065" "synthetic_control.377" "classif.rpart" 373849.2
"1066" "synthetic_control.377" "classif.svm" 381592.8
"1067" "synthetic_control.377" "classif.svm.radial" 381838.8
"1068" "synthetic_control.377" "classif.xgboost.dart" 445589.16
"1069" "synthetic_control.377" "classif.xgboost.gblinear" 390122.4
"1070" "synthetic_control.377" "classif.xgboost.gbtree" 455801.16
"1071" "texture.40499" "classif.RcppHNSW" 400410.12
"1072" "texture.40499" "classif.glmnet" 396421.92
"1073" "texture.40499" "classif.kerasff" 1075150.8
"1074" "texture.40499" "classif.ranger.pow" 1015245.6
"1075" "texture.40499" "classif.rpart" 404923.56
"1076" "texture.40499" "classif.svm" 415012.8
"1077" "texture.40499" "classif.svm.radial" 410646.36
"1078" "texture.40499" "classif.xgboost.dart" 438364.8
"1079" "texture.40499" "classif.xgboost.gblinear" 415357.44
"1080" "texture.40499" "classif.xgboost.gbtree" 459500.52
"1081" "tic.tac.toe.50" "classif.RcppHNSW" 337366.8
"1082" "tic.tac.toe.50" "classif.glmnet" 359482.68
"1083" "tic.tac.toe.50" "classif.kerasff" 1073530.56
"1084" "tic.tac.toe.50" "classif.ranger.pow" 480562.8
"1085" "tic.tac.toe.50" "classif.rpart" 355920
"1086" "tic.tac.toe.50" "classif.svm" 366745.2
"1087" "tic.tac.toe.50" "classif.svm.radial" 368398.8
"1088" "tic.tac.toe.50" "classif.xgboost.dart" 396792.96
"1089" "tic.tac.toe.50" "classif.xgboost.gblinear" 387143.4
"1090" "tic.tac.toe.50" "classif.xgboost.gbtree" 398161.2
"1091" "vehicle.54" "classif.RcppHNSW" 337612.2
"1092" "vehicle.54" "classif.glmnet" 362925.6
"1093" "vehicle.54" "classif.kerasff" 1080019.2
"1094" "vehicle.54" "classif.ranger.pow" 498579.6
"1095" "vehicle.54" "classif.rpart" 360953.64
"1096" "vehicle.54" "classif.svm" 370927.2
"1097" "vehicle.54" "classif.svm.radial" 372708
"1098" "vehicle.54" "classif.xgboost.dart" 433069.2
"1099" "vehicle.54" "classif.xgboost.gblinear" 388542.96
"1100" "vehicle.54" "classif.xgboost.gbtree" 441042.24
"1101" "video.game.sales.41216" "classif.RcppHNSW" 527635.2
"1102" "video.game.sales.41216" "classif.glmnet" 495222.48
"1103" "video.game.sales.41216" "classif.kerasff" 1203604.32
"1104" "video.game.sales.41216" "classif.ranger.pow" 3145889.76
"1105" "video.game.sales.41216" "classif.rpart" 414018.72
"1106" "video.game.sales.41216" "classif.svm" 609459.36
"1107" "video.game.sales.41216" "classif.svm.radial" 549621.6
"1108" "video.game.sales.41216" "classif.xgboost.dart" 641853.12
"1109" "video.game.sales.41216" "classif.xgboost.gblinear" 568121.4
"1110" "video.game.sales.41216" "classif.xgboost.gbtree" 603040.8
"1111" "volkert.41166" "classif.RcppHNSW" 1215426.72
"1112" "volkert.41166" "classif.glmnet" 1559686.2
"1113" "volkert.41166" "classif.kerasff" 3842345.64
"1114" "volkert.41166" "classif.ranger.pow" 8928449.76
"1115" "volkert.41166" "classif.rpart" 1626527.64
"1116" "volkert.41166" "classif.svm" 1582244.88
"1117" "volkert.41166" "classif.svm.radial" 1581934.08
"1118" "volkert.41166" "classif.xgboost.dart" 1669544.4
"1119" "volkert.41166" "classif.xgboost.gblinear" 1780771.2
"1120" "volkert.41166" "classif.xgboost.gbtree" 1552408.2
"1121" "vowel.307" "classif.RcppHNSW" 338582.76
"1122" "vowel.307" "classif.glmnet" 372888.72
"1123" "vowel.307" "classif.kerasff" 1081644.12
"1124" "vowel.307" "classif.ranger.pow" 522564
"1125" "vowel.307" "classif.rpart" 360104.4
"1126" "vowel.307" "classif.svm" 375693.6
"1127" "vowel.307" "classif.svm.radial" 376972.32
"1128" "vowel.307" "classif.xgboost.dart" 459750.36
"1129" "vowel.307" "classif.xgboost.gblinear" 390342.24
"1130" "vowel.307" "classif.xgboost.gbtree" 497481
"1131" "wall.robot.navigation.1497" "classif.RcppHNSW" 401722.32
"1132" "wall.robot.navigation.1497" "classif.glmnet" 391524
"1133" "wall.robot.navigation.1497" "classif.kerasff" 1053566.52
"1134" "wall.robot.navigation.1497" "classif.ranger.pow" 804414.48
"1135" "wall.robot.navigation.1497" "classif.rpart" 391996.32
"1136" "wall.robot.navigation.1497" "classif.svm" 456954.36
"1137" "wall.robot.navigation.1497" "classif.svm.radial" 455151.48
"1138" "wall.robot.navigation.1497" "classif.xgboost.dart" 426894.24
"1139" "wall.robot.navigation.1497" "classif.xgboost.gblinear" 410664.72
"1140" "wall.robot.navigation.1497" "classif.xgboost.gbtree" 438164.64
"1141" "waveform.5000.60" "classif.RcppHNSW" 396048.6
"1142" "waveform.5000.60" "classif.glmnet" 396965.52
"1143" "waveform.5000.60" "classif.kerasff" 1072009.8
"1144" "waveform.5000.60" "classif.ranger.pow" 1007893.08
"1145" "waveform.5000.60" "classif.rpart" 398555.64
"1146" "waveform.5000.60" "classif.svm" 446824.2
"1147" "waveform.5000.60" "classif.svm.radial" 448726.32
"1148" "waveform.5000.60" "classif.xgboost.dart" 427439.04
"1149" "waveform.5000.60" "classif.xgboost.gblinear" 412321.2
"1150" "waveform.5000.60" "classif.xgboost.gbtree" 438321.36
"1151" "wdbc.1510" "classif.RcppHNSW" 336958.8
"1152" "wdbc.1510" "classif.glmnet" 361477.2
"1153" "wdbc.1510" "classif.kerasff" 1062824.4
"1154" "wdbc.1510" "classif.ranger.pow" 426657.84
"1155" "wdbc.1510" "classif.rpart" 359872.8
"1156" "wdbc.1510" "classif.svm" 370837.2
"1157" "wdbc.1510" "classif.svm.radial" 372466.8
"1158" "wdbc.1510" "classif.xgboost.dart" 397349.76
"1159" "wdbc.1510" "classif.xgboost.gblinear" 386460
"1160" "wdbc.1510" "classif.xgboost.gbtree" 396686.64
"1161" "wilt.40983" "classif.RcppHNSW" 373227.72
"1162" "wilt.40983" "classif.glmnet" 387126.84
"1163" "wilt.40983" "classif.kerasff" 1082332.8
"1164" "wilt.40983" "classif.ranger.pow" 634985.04
"1165" "wilt.40983" "classif.rpart" 385291.2
"1166" "wilt.40983" "classif.svm" 402937.2
"1167" "wilt.40983" "classif.svm.radial" 457848
"1168" "wilt.40983" "classif.xgboost.dart" 395460.24
"1169" "wilt.40983" "classif.xgboost.gblinear" 388462.8
"1170" "wilt.40983" "classif.xgboost.gbtree" 398154.48
"1171" "wine.quality.white.40498" "classif.RcppHNSW" 386364.6
"1172" "wine.quality.white.40498" "classif.glmnet" 389129.16
"1173" "wine.quality.white.40498" "classif.kerasff" 1092095.88
"1174" "wine.quality.white.40498" "classif.ranger.pow" 1305573.12
"1175" "wine.quality.white.40498" "classif.rpart" 386740.8
"1176" "wine.quality.white.40498" "classif.svm" 435800.28
"1177" "wine.quality.white.40498" "classif.svm.radial" 431089.2
"1178" "wine.quality.white.40498" "classif.xgboost.dart" 445294.2
"1179" "wine.quality.white.40498" "classif.xgboost.gblinear" 401524.8
"1180" "wine.quality.white.40498" "classif.xgboost.gbtree" 473316.6
"1181" "yeast.181" "classif.RcppHNSW" 339121.2
"1182" "yeast.181" "classif.glmnet" 362670.72
"1183" "yeast.181" "classif.kerasff" 1079105.64
"1184" "yeast.181" "classif.ranger.pow" 639293.4
"1185" "yeast.181" "classif.rpart" 364302
"1186" "yeast.181" "classif.svm" 383282.64
"1187" "yeast.181" "classif.svm.radial" 382910.4
"1188" "yeast.181" "classif.xgboost.dart" 439843.92
"1189" "yeast.181" "classif.xgboost.gblinear" 391121.88
"1190" "yeast.181" "classif.xgboost.gbtree" 489593.76
